id,name,type,path,line,description
torch/_dynamo/debug_utils.py:tensor_metadata,tensor_metadata,variable,torch/_dynamo/debug_utils.py,779,Variable tensor_metadata
torch/_dynamo/debug_utils.py:tensor_str,tensor_str,variable,torch/_dynamo/debug_utils.py,245,Variable tensor_str
torch/_dynamo/debug_utils.py:tensor_str,tensor_str,variable,torch/_dynamo/debug_utils.py,226,Variable tensor_str
torch/_dynamo/debug_utils.py:tensor_str,tensor_str,variable,torch/_dynamo/debug_utils.py,234,Variable tensor_str
torch/_dynamo/debug_utils.py:tensor_str,tensor_str,variable,torch/_dynamo/debug_utils.py,228,Variable tensor_str
torch/_dynamo/debug_utils.py:tensor_str,tensor_str,variable,torch/_dynamo/debug_utils.py,230,Variable tensor_str
torch/_dynamo/decorators.py:_apply_func_to_inner_tensors_of_same_dim,_apply_func_to_inner_tensors_of_same_dim,function,torch/_dynamo/decorators.py,1026,
torch/_dynamo/exc.py:TensorifyScalarRestartAnalysis,TensorifyScalarRestartAnalysis,class,torch/_dynamo/exc.py,122,
torch/_dynamo/graph_break_hints.py:SPARSE_TENSOR,SPARSE_TENSOR,variable,torch/_dynamo/graph_break_hints.py,28,Variable SPARSE_TENSOR
torch/_dynamo/graph_region_tracker.py:_extract_tensor_metadata_for_node_hash,_extract_tensor_metadata_for_node_hash,function,torch/_dynamo/graph_region_tracker.py,72,
torch/_dynamo/guards.py:get_tensor_guard_code_part,get_tensor_guard_code_part,function,torch/_dynamo/guards.py,871,
torch/_dynamo/guards.py:match_on_id_for_tensor,match_on_id_for_tensor,function,torch/_dynamo/guards.py,982,
torch/_dynamo/guards.py:recompilation_reason_for_no_tensor_aliasing_guard,recompilation_reason_for_no_tensor_aliasing_guard,function,torch/_dynamo/guards.py,4544,
torch/_dynamo/guards.py:AUTOGRAD_SAVED_TENSORS_HOOKS,AUTOGRAD_SAVED_TENSORS_HOOKS,function,torch/_dynamo/guards.py,2209,
torch/_dynamo/guards.py:TENSOR_SUBCLASS_METADATA_MATCH,TENSOR_SUBCLASS_METADATA_MATCH,function,torch/_dynamo/guards.py,2237,
torch/_dynamo/guards.py:DTENSOR_SPEC_MATCH,DTENSOR_SPEC_MATCH,function,torch/_dynamo/guards.py,2261,
torch/_dynamo/guards.py:TENSOR_MATCH,TENSOR_MATCH,function,torch/_dynamo/guards.py,2955,
torch/_dynamo/guards.py:_unpickle_tensor,_unpickle_tensor,function,torch/_dynamo/guards.py,3413,
torch/_dynamo/guards.py:duplicate_tensors,duplicate_tensors,variable,torch/_dynamo/guards.py,4555,Variable duplicate_tensors
torch/_dynamo/guards.py:no_tensor_aliasing_check_failed,no_tensor_aliasing_check_failed,variable,torch/_dynamo/guards.py,4623,Variable no_tensor_aliasing_check_failed
torch/_dynamo/guards.py:tensor_converter,tensor_converter,variable,torch/_dynamo/guards.py,3422,Variable tensor_converter
torch/_dynamo/guards.py:inner_tensors,inner_tensors,variable,torch/_dynamo/guards.py,3444,Variable inner_tensors
torch/_dynamo/guards.py:no_tensor_aliasing_names,no_tensor_aliasing_names,variable,torch/_dynamo/guards.py,4302,Variable no_tensor_aliasing_names
torch/_dynamo/guards.py:check_tensors_fn,check_tensors_fn,variable,torch/_dynamo/guards.py,4303,Variable check_tensors_fn
torch/_dynamo/guards.py:check_tensors_verbose_fn,check_tensors_verbose_fn,variable,torch/_dynamo/guards.py,4304,Variable check_tensors_verbose_fn
torch/_dynamo/guards.py:tensor_id,tensor_id,variable,torch/_dynamo/guards.py,4552,Variable tensor_id
torch/_dynamo/guards.py:tensor_name,tensor_name,variable,torch/_dynamo/guards.py,2986,Variable tensor_name
torch/_dynamo/guards.py:no_tensor_aliasing_check_failed,no_tensor_aliasing_check_failed,variable,torch/_dynamo/guards.py,4643,Variable no_tensor_aliasing_check_failed
torch/_dynamo/output_graph.py:wrap_to_fake_tensor_and_record_ns,wrap_to_fake_tensor_and_record_ns,variable,torch/_dynamo/output_graph.py,367,Annotated variable wrap_to_fake_tensor_and_record_ns
torch/_dynamo/output_graph.py:maybe_install_saved_tensors_hooks_subgraphs,maybe_install_saved_tensors_hooks_subgraphs,function,torch/_dynamo/output_graph.py,992,
torch/_dynamo/output_graph.py:remove_tensorify_specialized_graphargs,remove_tensorify_specialized_graphargs,function,torch/_dynamo/output_graph.py,2928,
torch/_dynamo/output_graph.py:record_tensor_or_symint_vt,record_tensor_or_symint_vt,function,torch/_dynamo/output_graph.py,3334,
torch/_dynamo/output_graph.py:fake_tensor,fake_tensor,variable,torch/_dynamo/output_graph.py,2328,Variable fake_tensor
torch/_dynamo/pgo.py:make_tensor,make_tensor,function,torch/_dynamo/pgo.py,343,
torch/_dynamo/side_effects.py:track_runahead_tensor_and_symvar_side_effects,track_runahead_tensor_and_symvar_side_effects,function,torch/_dynamo/side_effects.py,614,
torch/_dynamo/source.py:TensorProperty,TensorProperty,class,torch/_dynamo/source.py,487,
torch/_dynamo/source.py:TensorPropertySource,TensorPropertySource,class,torch/_dynamo/source.py,504,
torch/_dynamo/source.py:NumpyTensorSource,NumpyTensorSource,class,torch/_dynamo/source.py,1070,
torch/_dynamo/source.py:FloatTensorSource,FloatTensorSource,class,torch/_dynamo/source.py,1091,
torch/_dynamo/symbolic_convert.py:TensorifyState,TensorifyState,class,torch/_dynamo/symbolic_convert.py,363,
torch/_dynamo/symbolic_convert.py:scalar_to_tensor_proxy,scalar_to_tensor_proxy,variable,torch/_dynamo/symbolic_convert.py,720,Variable scalar_to_tensor_proxy
torch/_dynamo/symbolic_convert.py:scalar_to_tensor,scalar_to_tensor,variable,torch/_dynamo/symbolic_convert.py,724,Variable scalar_to_tensor
torch/_dynamo/tensor_version_op.py:_tensor_version,_tensor_version,variable,torch/_dynamo/tensor_version_op.py,29,Variable _tensor_version
torch/_dynamo/tensor_version_op.py:_tensor_version_fake,_tensor_version_fake,function,torch/_dynamo/tensor_version_op.py,39,"The initial dynamo capture of _tensor_version + _unsafe_set_version_counter turns the
`._version` into an unbacked SymInt so that we don't need to specialize on the `._version`
of input tensors to the graph."
torch/_dynamo/tensor_version_op.py:_tensor_version_functional,_tensor_version_functional,function,torch/_dynamo/tensor_version_op.py,60,
torch/_dynamo/trace_rules.py:get_tensor_method,get_tensor_method,function,torch/_dynamo/trace_rules.py,3054,
torch/_dynamo/trace_rules.py:is_aten_op_or_tensor_method,is_aten_op_or_tensor_method,function,torch/_dynamo/trace_rules.py,3083,
torch/_dynamo/trace_rules.py:disallowed_tensor_methods,disallowed_tensor_methods,variable,torch/_dynamo/trace_rules.py,3055,Variable disallowed_tensor_methods
torch/_dynamo/utils.py:tensortype_to_dtype,tensortype_to_dtype,variable,torch/_dynamo/utils.py,919,Variable tensortype_to_dtype
torch/_dynamo/utils.py:istensor,istensor,function,torch/_dynamo/utils.py,1407,Check of obj is a tensor
torch/_dynamo/utils.py:clone_tensor,clone_tensor,function,torch/_dynamo/utils.py,2351,Clone the tensor and its gradient
torch/_dynamo/utils.py:copy_dynamo_tensor_attributes,copy_dynamo_tensor_attributes,function,torch/_dynamo/utils.py,2367,"Copy dynamo-specific tensor attributes from src to dst.
These attributes are used for dynamic shape marking and must be preserved
when cloning or casting tensors. If src doesn't have an attribute but dst does,
the attribute is removed from dst."
torch/_dynamo/utils.py:_get_fake_tensor,_get_fake_tensor,function,torch/_dynamo/utils.py,3010,
torch/_dynamo/utils.py:deepcopy_to_fake_tensor,deepcopy_to_fake_tensor,function,torch/_dynamo/utils.py,3205,
torch/_dynamo/utils.py:TensorStaticReason,TensorStaticReason,class,torch/_dynamo/utils.py,4162,
torch/_dynamo/utils.py:tensor_static_reason_to_message,tensor_static_reason_to_message,function,torch/_dynamo/utils.py,4168,
torch/_dynamo/utils.py:tensor_always_has_static_shape,tensor_always_has_static_shape,function,torch/_dynamo/utils.py,4178,"Given a tensor, source, and is_tensor flag, determine if a shape should be static.

Args:
tensor - the real tensor to evaluate, parameters force a static shape.
is_tensor - internal dynamo check, essentially ""is_tensor"": target_cls is TensorVariable,
tensors not in a TensorVariable for whatever reason are forced static.

Returns a tuple, where the first element is the bool of whether or not this tensor should have a static shape.
The second element is a TensorStaticReason, useful for passing to tensor_static_reason_to_message if needed."
torch/_dynamo/utils.py:numpy_to_tensor,numpy_to_tensor,function,torch/_dynamo/utils.py,4329,"Convert tnp.ndarray to tensor, leave other types intact. If a list/tuple, loop through it to convert."
torch/_dynamo/utils.py:numpy_to_tensor_wrapper,numpy_to_tensor_wrapper,class,torch/_dynamo/utils.py,4342,
torch/_dynamo/utils.py:is_tensor_base_attr_getter,is_tensor_base_attr_getter,function,torch/_dynamo/utils.py,4807,
torch/_dynamo/utils.py:is_tensor_getset_descriptor,is_tensor_getset_descriptor,function,torch/_dynamo/utils.py,4815,
torch/_dynamo/utils.py:to_fake_tensor,to_fake_tensor,function,torch/_dynamo/utils.py,4857,
torch/_dynamo/utils.py:_disable_saved_tensors_hooks_during_tracing,_disable_saved_tensors_hooks_during_tracing,function,torch/_dynamo/utils.py,5042,
torch/_dynamo/utils.py:_extract_tensor_dict,_extract_tensor_dict,function,torch/_dynamo/utils.py,5134,
torch/_dynamo/utils.py:tensor_list,tensor_list,variable,torch/_dynamo/utils.py,1409,Annotated variable tensor_list
torch/_dynamo/utils.py:tensor_list,tensor_list,variable,torch/_dynamo/utils.py,1414,Variable tensor_list
torch/_dynamo/utils.py:tensorify_float_attempt,tensorify_float_attempt,variable,torch/_dynamo/utils.py,1555,Annotated variable tensorify_float_attempt
torch/_dynamo/utils.py:tensorify_float_success,tensorify_float_success,variable,torch/_dynamo/utils.py,1556,Annotated variable tensorify_float_success
torch/_dynamo/utils.py:tensorify_float_failure,tensorify_float_failure,variable,torch/_dynamo/utils.py,1557,Annotated variable tensorify_float_failure
torch/_dynamo/utils.py:fake_tensor,fake_tensor,variable,torch/_dynamo/utils.py,3011,Variable fake_tensor
torch/_dynamo/utils.py:must_check_tensor_id,must_check_tensor_id,variable,torch/_dynamo/utils.py,3069,Variable must_check_tensor_id
torch/_dynamo/utils.py:NOT_TENSOR,NOT_TENSOR,variable,torch/_dynamo/utils.py,4164,Variable NOT_TENSOR
torch/_dynamo/utils.py:tensor_dict,tensor_dict,variable,torch/_dynamo/utils.py,5140,Variable tensor_dict
torch/_dynamo/utils.py:must_check_tensor_id,must_check_tensor_id,variable,torch/_dynamo/utils.py,3071,Variable must_check_tensor_id
torch/_dynamo/utils.py:to_tensor,to_tensor,function,torch/_dynamo/utils.py,3330,
torch/_dynamo/backends/common.py:fake_tensor_unsupported,fake_tensor_unsupported,function,torch/_dynamo/backends/common.py,158,"Decorator for backends that need real inputs.  We swap out fake
tensors for zero tensors."
torch/_dynamo/backends/cudagraphs.py:check_for_mutation_ignore_cuda_graph_managed_tensor,check_for_mutation_ignore_cuda_graph_managed_tensor,function,torch/_dynamo/backends/cudagraphs.py,104,
torch/_dynamo/backends/tvm.py:to_torch_tensor,to_torch_tensor,function,torch/_dynamo/backends/tvm.py,135,A helper function to transfer a NDArray to torch.tensor.
torch/_dynamo/backends/tvm.py:to_tvm_tensor,to_tvm_tensor,function,torch/_dynamo/backends/tvm.py,144,A helper function to transfer a torch.tensor to NDArray.
torch/_dynamo/polyfills/__init__.py:group_tensors_by_device_and_dtype,group_tensors_by_device_and_dtype,function,torch/_dynamo/polyfills/__init__.py,608,"Pure Python implementation of torch._C._group_tensors_by_device_and_dtype.

Groups tensors by their device and dtype. This is useful before sending
tensors off to a foreach implementation, which requires tensors to be on
one device and dtype.

Args:
    tensorlistlist: A list of lists of tensors (tensors can be None).
    with_indices: If True, track original indices in the output.

Returns:
    A dict mapping (device, dtype) tuples to (grouped_tensorlistlist, indices)."
torch/_dynamo/polyfills/__init__.py:num_tensors,num_tensors,variable,torch/_dynamo/polyfills/__init__.py,633,Variable num_tensors
torch/_dynamo/polyfills/__init__.py:first_tensor,first_tensor,variable,torch/_dynamo/polyfills/__init__.py,637,Variable first_tensor
torch/_dynamo/polyfills/__init__.py:first_tensor,first_tensor,variable,torch/_dynamo/polyfills/__init__.py,640,Variable first_tensor
torch/_dynamo/repro/after_aot.py:copy_tensor_attrs,copy_tensor_attrs,variable,torch/_dynamo/repro/after_aot.py,320,Variable copy_tensor_attrs
torch/_dynamo/variables/base.py:is_tensor,is_tensor,function,torch/_dynamo/variables/base.py,426,Return True for TensorVariable instances
torch/_dynamo/variables/builder.py:_wrap_fx_preexisting_tensor,_wrap_fx_preexisting_tensor,function,torch/_dynamo/variables/builder.py,3095,
torch/_dynamo/variables/builder.py:construct_tensor_variable,construct_tensor_variable,function,torch/_dynamo/variables/builder.py,3512,"Actually construct a tensor variable after all the pre-processing from
wrapping a pre-existing or newly created tensor value."
torch/_dynamo/variables/builder.py:wrap_to_fake_tensor_and_record,wrap_to_fake_tensor_and_record,function,torch/_dynamo/variables/builder.py,3939,
torch/_dynamo/variables/builder.py:_wrap_to_fake_tensor_and_record_impl,_wrap_to_fake_tensor_and_record_impl,function,torch/_dynamo/variables/builder.py,3958,
torch/_dynamo/variables/builder.py:pass_arg_as_tensor,pass_arg_as_tensor,variable,torch/_dynamo/variables/builder.py,369,Annotated variable pass_arg_as_tensor
torch/_dynamo/variables/builder.py:fake_tensor,fake_tensor,variable,torch/_dynamo/variables/builder.py,370,Annotated variable fake_tensor
torch/_dynamo/variables/builder.py:is_tensor,is_tensor,variable,torch/_dynamo/variables/builder.py,376,Annotated variable is_tensor
torch/_dynamo/variables/builder.py:wrap_tensor,wrap_tensor,function,torch/_dynamo/variables/builder.py,2247,
torch/_dynamo/variables/builder.py:TensorDescriptor,TensorDescriptor,class,torch/_dynamo/variables/builder.py,743,
torch/_dynamo/variables/builder.py:should_install_free_tensor,should_install_free_tensor,variable,torch/_dynamo/variables/builder.py,2273,Variable should_install_free_tensor
torch/_dynamo/variables/builder.py:is_duplicate_tensor,is_duplicate_tensor,variable,torch/_dynamo/variables/builder.py,2323,Variable is_duplicate_tensor
torch/_dynamo/variables/builder.py:tensor_proxy,tensor_proxy,variable,torch/_dynamo/variables/builder.py,2395,Variable tensor_proxy
torch/_dynamo/variables/builder.py:tensor_variable,tensor_variable,variable,torch/_dynamo/variables/builder.py,2403,Variable tensor_variable
torch/_dynamo/variables/builder.py:is_dtensor,is_dtensor,variable,torch/_dynamo/variables/builder.py,2428,Variable is_dtensor
torch/_dynamo/variables/builder.py:fake_tensor_value,fake_tensor_value,variable,torch/_dynamo/variables/builder.py,2507,Variable fake_tensor_value
torch/_dynamo/variables/builder.py:tensor_value,tensor_value,variable,torch/_dynamo/variables/builder.py,2531,Variable tensor_value
torch/_dynamo/variables/builder.py:fake_tensor_value,fake_tensor_value,variable,torch/_dynamo/variables/builder.py,2818,Variable fake_tensor_value
torch/_dynamo/variables/builder.py:fake_tensor_value,fake_tensor_value,variable,torch/_dynamo/variables/builder.py,2822,Variable fake_tensor_value
torch/_dynamo/variables/builder.py:from_tensor,from_tensor,function,torch/_dynamo/variables/builder.py,745,
